,recipe_title,star_rating,rating_count,review_count,prep_time,cook_time,total_time,servings,writeup,ingr,steps,category,number_of_steps,average_step_len
227,Albondigas,4.5,652.0,491.0,20.0,30.0,50.0,6.0,0,10,"Bring water, carrots, potatoes, onion, salsa, and bouillon cubes to a boil in a large stockpot. Reduce heat and cook, stirring occasionally, at a medium simmer for 10 minutes., Mix together beef, bread crumbs, and milk in a bowl. Form into 1-inch meatballs and drop into broth. Bring soup to a boil, then reduce heat to medium-low., Cover and cook until meatballs are no longer pink in the center and vegetables are tender, about 20 minutes. Garnish with sprinkled cilantro.",soups-stews-and-chili,3,157.33333333333334
228,Dry Onion Soup Mix,4.8,212.0,156.0,5.0,53.91,5.0,4.0,0,7,"Stir onion flakes, beef bouillon granules, onion powder, parsley flakes, celery seed, paprika, and black pepper together in a bowl., Use as a substitute for a 1-ounce envelope of dry onion soup mix., To make this into soup, bring 3 1/2 cups water to a boil in a medium saucepan. Whisk in soup mix, reduce heat to low, and simmer for 5 minutes.",soups-stews-and-chili,3,113.66666666666667
229,Laura's Quick Slow Cooker Turkey Chili,4.7,1642.0,1132.0,15.0,4.0,255.0,8.0,0,14,"Heat oil in a skillet over medium heat. Place turkey in the skillet, and cook until evenly brown; drain., Coat the inside of a slow cooker with cooking spray, and mix in turkey, tomato soup, kidney beans, black beans, and onion. Season with chili powder, garlic powder, cumin, red pepper flakes, black pepper, allspice, and salt., Cover, and cook on Low for 8 hours, or on High for 4 hours.",soups-stews-and-chili,3,129.33333333333334
230,Beef and Guinness Stew,4.9,1189.0,912.0,30.0,150.0,3.0,6.0,0,15,"Cook and stir bacon in a heavy skillet over medium-high heat until bacon is browned and crisp, 3 to 4 minutes. Turn off heat and transfer bacon into a large stew pot, reserving bacon fat in the skillet., Season beef chuck cubes generously with 1 teaspoon salt and black pepper to taste. Turn heat to high under the skillet and sear beef pieces in the hot fat on both sides until browned, about 5 minutes. Place beef in the stew pot with bacon, leaving fat in the skillet. Turn heat down to medium; cook and stir onions in the retained fat in the skillet until lightly browned, 5 to 8 minutes; season with a large pinch of salt., Cook garlic with onions until soft, about 1 minute. Pour beer into the skillet and stir with a wooden spoon, scraping up and dissolving any browned bits of food into the liquid. Pour cooking liquid from the skillet into the stew pot. Stir in tomato paste, carrots, celery, thyme sprigs, sugar, 1/2 teaspoon black pepper, and enough chicken broth to cover., Bring stew to a gentle simmer, stirring to combine; reduce heat to low and cover pot. Simmer stew until beef is fork-tender, about 2 hours. Stir stew occasionally and skim fat or foam if desired., Remove cover and raise heat to medium-high. Bring stew to a low boil and cook until stew has slightly thickened, 15 to 20 minutes. Remove and discard thyme sprigs and adjust salt and pepper to taste., Arrange mashed potatoes in a ring in a serving bowl; ladle stew into the center of the potatoes.",soups-stews-and-chili,6,245.83333333333334
231,Basic Mashed Potatoes,4.5,604.0,398.0,15.0,20.0,35.0,4.0,2443,5,"Bring a large pot of salted water to a boil. Add potatoes and garlic, lower heat to medium, and simmer until potatoes are tender, 15 to 20 minutes., When the potatoes are almost finished, heat milk and butter in a small saucepan over low heat until butter is melted., Drain potatoes and return to the pot. Slowly add warm milk mixture, blending it in with a potato masher or electric mixer until potatoes are smooth and creamy. Season with salt and pepper., You can use skim, low-fat, or whole milk, or even half-and-half for a richer taste.",comfort-food,4,134.5
232,Creamy au Gratin Potatoes,4.6,5891.0,4457.0,30.0,90.0,2.0,4.0,3250,8,"Preheat the oven to 400 degrees F (200 degrees C). Butter a 1-quart casserole dish., Layer 1/2 of the potatoes in the bottom of the prepared casserole dish; season with salt and pepper. Layer onion slices over top, then top with with remaining potatoes. Season again with salt and pepper., Melt butter in a medium saucepan over medium heat. Gradually whisk in flour and salt and cook, whisking constantly until raw flour flavor has cooked off, about 1 minute. Gradually add milk, about 1/4 cup at a time, whisking well after each addition to incorporate; the gradual addition and whisking of milk will help avoid lumps in your sauce., Cook, whisking constantly, until the mixture has thickened, 3 to 5 minutes. Stir in cheese all at once; continue stirring until melted, 30 to 60 seconds. Pour cheese sauce over the potatoes, and cover the dish with aluminum foil., Bake in the preheated oven until potatoes are tender and sauce is bubbly, about 1 1/2 hours., For best results, slice the potatoes into 1/4-inch (or thinner) slices. Use a mandolin if you have one.",comfort-food,6,176.33333333333334
233,Slow Cooker Beef Stew,4.4,5397.0,3888.0,20.0,4.0,260.0,6.0,2340,13,"Place meat in slow cooker., Mix flour, salt, and pepper together in a small bowl. Pour over meat, and stir until meat is coated., Add beef broth, carrots, potatoes, onion, celery, Worcestershire sauce, paprika, garlic, and bay leave; stir to combine., Cover, and cook until beef is tender enough to cut with a spoon, on Low for 8 to 12 hours, or on High for 4 to 6 hours., This original recipe submission called for slow cooking on Low for 10 to 12 hours. When making the video for this recipe, our food stylists found a cook time of 8 hours on Low (or 4 hours on High) was sufficient. Please stir and check doneness along the way to be sure your meat is cooked properly., Serve this stew with classic dinner rolls.",comfort-food,6,118.33333333333333
234,World's Best Lasagna,4.8,19800.0,14142.0,30.0,150.0,195.0,12.0,4625,20,"Cook sausage, ground beef, onion, and garlic in a Dutch oven over medium heat until well browned. Stir in crushed tomatoes, tomato sauce, tomato paste, and water. Season with sugar, 2 tablespoons parsley, basil, 1 teaspoon salt, Italian seasoning, fennel seeds, and pepper. Simmer, covered, for about 1 1/2 hours, stirring occasionally., Bring a large pot of lightly salted water to a boil. Cook lasagna noodles in boiling water for 8 to 10 minutes. Drain noodles, and rinse with cold water. In a mixing bowl, combine ricotta cheese with egg, remaining 2 tablespoons parsley, and 1/2 teaspoon salt., Preheat the oven to 375 degrees F (190 degrees C)., To assemble, spread 1 1/2 cups of meat sauce in the bottom of a 9x13-inch baking dish. Arrange 6 noodles lengthwise over meat sauce. Spread with 1/2 of the ricotta cheese mixture. Top with 1/3 of the mozzarella cheese slices. Spoon 1 1/2 cups meat sauce over mozzarella, and sprinkle with 1/4 cup Parmesan cheese. Repeat layers, and top with remaining mozzarella and Parmesan cheese. Cover with foil: to prevent sticking, either spray foil with cooking spray or make sure the foil does not touch the cheese., Bake in the preheated oven for 25 minutes. Remove the foil and bake for an additional 25 minutes. Rest lasagna for 15 minutes before serving.",comfort-food,5,259.6
235,Best Green Bean Casserole,4.7,1054.0,716.0,10.0,15.0,25.0,6.0,2680,4,"Preheat the oven to 350 degrees F (175 degrees C)., Mix green beans and condensed soup together in a large microwave-safe bowl until well combined. Microwave on high until warm, 3 to 5 minutes., Stir 1/2 cup Cheddar cheese into the green bean mixture. Microwave on high for 2 to 3 minutes., Transfer mixture to a casserole dish and spread evenly over the bottom. Sprinkle French-fried onions over top, then sprinkle with remaining Cheddar., Bake in the preheated oven until cheese is melted and the onions are just turning brown, about 10 minutes.",comfort-food,5,108.6
236,Chicken Pot Pie,4.8,13017.0,9256.0,20.0,50.0,80.0,8.0,2758,13,"Preheat the oven to 425 degrees F (220 degrees C.), Combine chicken, carrots, peas, and celery in a saucepan; add water to cover and bring to a boil. Boil for 15 minutes, then remove from the heat and drain., While the chicken is cooking, melt butter in another saucepan over medium heat. Add onion and cook until soft and translucent, 5 to 7 minutes. Stir in flour, salt, pepper, and celery seed. Slowly stir in chicken broth and milk. Reduce heat to medium-low and simmer until thick, 5 to 10 minutes. Remove from heat and set aside., Place chicken and vegetables in the bottom pie crust. Pour hot liquid mixture over top. Cover with top crust, seal the edges, and cut away any excess dough. Make several small slits in the top crust to allow steam to escape., Bake in the preheated oven until pastry is golden brown and filling is bubbly, 30 to 35 minutes. Cool for 10 minutes before serving.",comfort-food,4,223.0
237,Easy Meatloaf,4.6,8834.0,6626.0,15.0,1.0,75.0,8.0,0,9,"Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 9x5-inch loaf pan., Combine ground beef, onion, milk, bread crumbs and egg in a large bowl; season with salt and pepper. Transfer into prepared loaf pan., Mix ketchup, brown sugar, and mustard together in a small bowl until well combined; pour over meatloaf and spread it evenly over the top., Bake in the preheated oven until no longer pink in the center, about 1 hour., Crushed crackers may be used in place of bread crumbs, if preferred., Enjoy this easy meatloaf with our kale salad that pairs perfectly.",comfort-food,6,95.16666666666667
238,Spaghetti Aglio e Olio,4.7,456.0,334.0,10.0,15.0,25.0,4.0,0,7,"Bring a large pot of lightly salted water to a boil. Cook spaghetti in the boiling water, stirring occasionally until cooked through but firm to the bite, about 10 to 12 minutes. Drain and transfer to a pasta bowl., While the pasta is cooking, combine olive oil and garlic in a cold skillet. Cook over medium heat to slowly toast garlic, about 10 minutes. Reduce heat to medium-low when olive oil begins to bubble. Cook and stir until garlic is golden brown, about another 5 minutes. Remove from heat., Stir red pepper flakes, salt, and black pepper into pasta. Pour in hot olive oil and garlic, and sprinkle on Italian parsley and half of the Parmigiano-Reggiano cheese; toss until combined., Serve pasta topped with the remaining Parmigiano-Reggiano cheese., Its not traditional, but for extra richness add 1 tablespoon of butter when you toss with the cheese.",comfort-food,5,171.6
239,Sloppy Joes,4.7,7671.0,5585.0,5.0,30.0,35.0,6.0,2786,9,"Heat a large skillet over medium heat. Cook and stir lean ground beef in the hot skillet until some of the fat starts to render, 3 to 4 minutes. Add onion and bell pepper; continue to cook until vegetables have softened and beef is cooked through, 3 to 5 more minutes., Stir in ketchup, brown sugar, mustard, and garlic powder; season with salt and pepper. Reduce heat to low and simmer for 20 to 30 minutes., Divide meat mixture evenly among hamburger buns., If using ground beef with a higher fat content than lean, be sure to drain it before starting Step 2.",comfort-food,4,139.5
240,Ultimate Twice-Baked Potatoes,4.7,3643.0,2537.0,15.0,75.0,90.0,8.0,0,9,"Preheat the oven to 350 degrees F (175 degrees C)., Bake potatoes in the preheated oven until tender, about 1 hour, depending on the size of your potatoes. Set potatoes aside until cool enough to handle., Meanwhile, place bacon in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain, crumble, and set aside., Slice potatoes in half lengthwise and scoop the flesh into a large bowl; save skins. Add sour cream, milk, butter, salt, pepper, 1/2 cup cheese, and 1/2 of the green onions to the potato; mix with a hand mixer until well blended and creamy. Spoon the mixture into the potato skins; top each with remaining cheese, green onions, and bacon., Return potatoes to the preheated oven and continue baking until the cheese is melted, about 15 minutes.",comfort-food,5,154.4
